"filename", "language", "YAML", "Python", "C++", "Docker", "Shell Script", "Properties", "CMake", "Makefile", "CMake Cache", "TypeScript", "C", "pip requirements", "WebAssembly Text Format", "JSON", "comment", "blank", "total"
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/binarytree.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 14, 55
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/build.sh", "Shell Script", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/cal.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 7, 15
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/count.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 5, 31
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/cut.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/divide2.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/prime.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 5, 27
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/resize.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/reverse.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/simple_func.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/spectral_norm.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 9, 38
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/string_fetch.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/stringupperandcount.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 3, 24
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/sum.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/cVersion/times2.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
